  0.1000000000e-05  0.1201626845e-06  0.2024121855e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.5363715201e-04  0.0000000000e+00
  0.2000000000e-05  0.2589435870e-06  0.2151063062e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.9792091127e-04  0.0000000000e+00
  0.3000000000e-05  0.3986662375e-06  0.2274082705e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.1418618373e-03  0.0000000000e+00
  0.4000000000e-05  0.5401228961e-06  0.2389881706e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.1851715164e-03  0.0000000000e+00
  0.5000000000e-05  0.6841058226e-06  0.2495160989e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.2275615350e-03  0.0000000000e+00
  0.6000000000e-05  0.8312647326e-06  0.2587250500e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.2687962304e-03  0.0000000000e+00
  0.7000000000e-05  0.9815885648e-06  0.2666396071e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3088844727e-03  0.0000000000e+00
  0.8000000000e-05  0.1134874927e-05  0.2733687844e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3479059375e-03  0.0000000000e+00
  0.9000000000e-05  0.1290921406e-05  0.2790216046e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3859403075e-03  0.0000000000e+00
  0.1000000000e-04  0.1449525592e-05  0.2837070905e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.4230672657e-03  0.0000000000e+00
  0.2000000000e-04  0.3131793836e-05  0.3012953400e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.7619259785e-03  0.0000000000e+00
  0.3000000000e-04  0.4894691739e-05  0.3145395614e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.1078604505e-02  0.0000000000e+00
