  0.4010000000e+00  0.6527031140e-01  0.1602458716e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.2909717401e+01  0.0000000000e+00
  0.4210000000e+00  0.6828176891e-01  0.1612506363e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3034301070e+01  0.0000000000e+00
  0.4410000000e+00  0.7128659973e-01  0.1622130482e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3158127843e+01  0.0000000000e+00
  0.4610000000e+00  0.7427315250e-01  0.1631365219e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3281155743e+01  0.0000000000e+00
  0.4810000000e+00  0.7722977588e-01  0.1640244719e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3403342795e+01  0.0000000000e+00
  0.5010000000e+00  0.8014481853e-01  0.1648803128e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3524647023e+01  0.0000000000e+00
  0.5210000000e+00  0.8301135643e-01  0.1657072053e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3645055466e+01  0.0000000000e+00
  0.5410000000e+00  0.8585162267e-01  0.1665067438e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3764734135e+01  0.0000000000e+00
  0.5610000000e+00  0.8869895613e-01  0.1672799263e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.3883917206e+01  0.0000000000e+00
  0.5810000000e+00  0.9158671746e-01  0.1680277497e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.4002838990e+01  0.0000000000e+00
  0.6010000000e+00  0.9454826733e-01  0.1687512108e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.4121733797e+01  0.0000000000e+00
  0.6210000000e+00  0.9761696639e-01  0.1694513064e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.4240835938e+01  0.0000000000e+00
  0.6410000000e+00  0.1008261008e+00  0.1701290364e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.4360379139e+01  0.0000000000e+00
  0.6610000000e+00  0.1041916425e+00  0.1707861217e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.4480461470e+01  0.0000000000e+00
  0.6810000000e+00  0.1076901536e+00  0.1714259238e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.4600872221e+01  0.0000000000e+00
  0.7010000000e+00  0.1112927415e+00  0.1720520314e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.4721357942e+01  0.0000000000e+00
  0.7210000000e+00  0.1149705133e+00  0.1726680334e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.4841665184e+01  0.0000000000e+00
  0.7410000000e+00  0.1186945761e+00  0.1732775185e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.4961540497e+01  0.0000000000e+00
  0.7610000000e+00  0.1224360373e+00  0.1738840753e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.5080730431e+01  0.0000000000e+00
  0.7810000000e+00  0.1261660039e+00  0.1744912926e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.5198981536e+01  0.0000000000e+00
  0.8010000000e+00  0.1298556157e+00  0.1751027546e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.5316040684e+01  0.0000000000e+00
  0.8210000000e+00  0.1334869446e+00  0.1757204900e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.5431762890e+01  0.0000000000e+00
  0.8410000000e+00  0.1370688108e+00  0.1763427220e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.5546267764e+01  0.0000000000e+00
  0.8610000000e+00  0.1406140498e+00  0.1769671026e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.5659714639e+01  0.0000000000e+00
  0.8810000000e+00  0.1441354971e+00  0.1775912838e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.5772262846e+01  0.0000000000e+00
  0.9010000000e+00  0.1476459882e+00  0.1782129175e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.5884071715e+01  0.0000000000e+00
  0.9210000000e+00  0.1511583585e+00  0.1788296557e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.5995300578e+01  0.0000000000e+00
  0.9410000000e+00  0.1546854435e+00  0.1794391504e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.6106108766e+01  0.0000000000e+00
  0.9610000000e+00  0.1582400781e+00  0.1800390537e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.6216655601e+01  0.0000000000e+00
  0.9810000000e+00  0.1618318866e+00  0.1806276570e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.6327062573e+01  0.0000000000e+00
  0.1001000000e+01  0.1654599397e+00  0.1812053537e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.6437326789e+01  0.0000000000e+00
  0.1101000000e+01  0.1840355484e+00  0.1839590990e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.6985512064e+01  0.0000000000e+00
  0.1201000000e+01  0.2030697297e+00  0.1865600078e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.7526053672e+01  0.0000000000e+00
